1575319828.287311,0.0
1575319828.29546,0.0
1575319828.299275,0.0
1575319828.3071501,0.0
1575319828.315287,0.0
1575319828.319693,0.0
1575319828.327584,0.0
1575319828.3317592,0.0
1575319828.339846,0.0
1575319828.344019,0.0
1575319828.352851,0.0
1575319828.356427,0.0
1575319828.364501,0.0
1575319828.369549,0.0
1575319828.376699,0.0
1575319828.381089,0.0
1575319828.3892128,0.0
1575319828.3933902,0.0
1575319828.40167,0.0
1575319828.4056342,0.0
1575319828.41376,0.0
1575319828.417892,0.0
1575319828.4261189,0.0
1575319828.430232,0.0
1575319828.438346,0.0
1575319828.446547,0.0
1575319828.4507651,0.0
1575319828.4588108,0.0
1575319828.4629009,0.0
1575319828.471203,0.0
1575319828.475253,0.0
1575319828.483375,0.0
1575319828.487556,0.0
1575319828.495602,0.0
1575319828.5000021,0.0
1575319828.507931,0.0
1575319828.511905,0.0
1575319828.5205278,0.0
1575319828.524247,0.0
1575319828.5324469,0.0
1575319828.537025,0.0
1575319828.5447638,0.0
1575319828.548831,0.0
1575319828.556918,0.0
1575319828.560957,0.0
1575319828.5699468,0.0
1575319828.577413,0.0
1575319828.581728,0.0
1575319828.589757,0.0
1575319828.593775,0.0
1575319828.602703,0.0
1575319828.606004,0.0
1575319828.614548,0.0
1575319828.6192498,0.0
1575319828.626457,0.0
1575319828.63086,0.0
1575319828.6388779,0.0
1575319828.642996,0.0
1575319828.651117,0.0
1575319828.6555479,0.0
1575319828.663529,0.0
1575319828.667474,0.0
1575319828.6756659,0.0
1575319828.679971,0.0
1575319828.688586,0.0
1575319828.6923351,0.0
1575319828.700344,0.0
1575319828.708535,0.0
1575319828.712694,0.0
1575319828.721248,0.0
1575319828.724857,0.0
1575319828.733334,0.0
1575319828.738102,0.0
1575319828.7453902,0.0
1575319828.749459,0.0
1575319828.75766,0.0
1575319828.7616608,0.0
1575319828.7703848,0.0
1575319828.774029,0.0
1575319828.7823622,0.0
1575319828.786925,0.0
1575319828.794576,0.0
1575319828.798497,0.0
1575319828.806901,0.0
1575319828.8108318,0.0
1575319828.819576,0.0
1575319828.823206,0.0
1575319828.831488,0.0
1575319828.8361862,0.0
1575319828.8436391,0.0
1575319828.852749,0.0
1575319828.8559492,0.0
1575319828.8642519,0.0
1575319828.868764,0.0
1575319828.876396,0.0
1575319828.880826,0.0
1575319828.8890822,0.0
1575319828.893135,0.0
