1575320438.650254,0.0
1575320438.657781,0.0
1575320438.664208,0.0
1575320438.669919,0.0
1575320438.678304,0.0
1575320438.6822321,0.0
1575320438.690374,0.0
1575320438.694407,0.0
1575320438.702749,14.75
1575320438.710773,14.75
1575320438.7162502,14.75
1575320438.723062,57.15
1575320438.7318232,158.39
1575320438.739521,390.5
1575320438.7508879,621.42
1575320438.755848,769.85
1575320438.7644758,888.37
1575320438.772589,982.66
1575320438.784821,1058.78
1575320438.792767,1137.42
1575320438.801126,1201.88
1575320438.81404,1244.77
1575320438.821323,1292.05
1575320438.830364,1338.9
1575320438.83774,1377.3
1575320438.850094,1421.2
1575320438.8582752,1454.61
1575320438.866553,1473.62
1575320438.878716,1490.57
1575320438.8868952,1501.14
1575320438.896791,1503.86
1575320438.903386,1501.58
1575320438.9159539,1497.27
1575320438.923767,1495.31
1575320438.9322,1494.78
1575320438.9443278,1493.04
1575320438.952422,1489.28
1575320438.962083,1483.77
1575320438.968863,1481.98
1575320438.981675,1484.29
1575320438.9892778,1486.28
1575320438.998206,1488.29
1575320439.0099819,1493.02
1575320439.018028,1498.98
1575320439.026309,1505.28
1575320439.034423,1506.48
1575320439.04757,1503.71
1575320439.054941,1500.68
1575320439.064521,1502.97
1575320439.075362,1506.57
1575320439.083637,1510.25
1575320439.091937,1513.42
1575320439.09987,1516.03
1575320439.112366,1517.71
1575320439.120342,1518.48
1575320439.129735,1520.3
1575320439.14099,1523.66
1575320439.1498592,1525.82
1575320439.1575072,1525.86
1575320439.1669781,1525.45
1575320439.177824,1527.48
1575320439.185963,1531.61
1575320439.1942809,1537.6
1575320439.206527,1542.39
1575320439.215752,1545.04
1575320439.2228632,1546.63
1575320439.231788,1550.23
1575320439.2433522,1555.56
1575320439.251486,1559.3
1575320439.260494,1562.15
1575320439.272295,1563.21
1575320439.2815092,1562.4
1575320439.28831,1559.14
1575320439.2981389,1553.97
1575320439.308892,1548.92
1575320439.317031,1542.24
1575320439.325479,1536.2
1575320439.337434,1532.14
1575320439.346359,1528.77
1575320439.354141,1528.29
1575320439.363014,1528.93
1575320439.374397,1526.85
1575320439.3825002,1517.39
1575320439.390968,1505.04
1575320439.3990452,1488.1
1575320439.411826,1474.47
1575320439.419595,1467.37
1575320439.42928,1461.37
1575320439.440154,1456.38
1575320439.448447,1450.34
1575320439.456583,1444.25
1575320439.465146,1436.24
1575320439.477668,1430.68
1575320439.484915,1428.54
1575320439.4962828,1425.72
1575320439.5056372,1421.92
1575320439.5141609,1419.71
1575320439.522076,1418.93
1575320439.530779,1421.36
1575320439.542594,1426.38
1575320439.550539,1435.86
1575320439.558934,1446.03
